City,Room Type,Price,Guests,Rating,lat,lng
"Anjuna, India",Entire Place,411,6,4.650204081632653,15.60369,73.74936
"Candolim, India",Entire Place,426,16,4.650204081632653,15.52422,73.77366
"Anjuna, India",Entire Place,411,6,4.67,15.6036,73.7503
"Pawnanagar, India",Hotel/Other,421,8,4.650204081632653,18.69732,73.51668
"Udaipur, India",Private Room,421,3,4.650204081632653,24.49149,73.58323
"Anjuna, India",Entire Place,409,15,4.650204081632653,15.58818,73.75156
"Lonavala, India",Entire Place,402,16,4.650204081632653,18.73289,73.36982
"Candolim, India",Entire Place,409,13,4.650204081632653,15.53,73.766
"Lonavla, India",Entire Place,427,15,4.650204081632653,18.70496,73.44868
"Chennai, India",Entire Place,409,16,4.75,12.98354,80.26745
"Kodaikanal, India",Hotel/Other,446,16,4.650204081632653,10.25245,77.47624
"Anjuna, India",Entire Place,411,6,5.0,15.60411,73.75029
"Dehradun, India",Entire Place,409,8,4.650204081632653,30.39996,78.06553
"Mumbai, India",Entire Place,391,16,4.650204081632653,19.14178,72.80502
"Morve, India",Private Room,421,12,4.650204081632653,18.65139,73.43962
"Khandala, India",Entire Place,476,16,4.650204081632653,18.779,73.381
"Kotagiri, India",Entire Place,487,16,4.650204081632653,11.40863588,76.89354926
"Jaipur, India",Hotel/Other,421,8,4.64,26.89796,75.85622
"Lonavala, India",Entire Place,481,15,4.650204081632653,18.74761,73.39841
"Kutta, India",Entire Place,421,16,4.650204081632653,11.96295,76.02185
"Puducherry, India",Entire Place,481,15,4.650204081632653,11.918,79.82
"New Delhi, India",Hotel/Other,421,16,4.650204081632653,28.49507,77.13505
"Chikkamagaluru, India",Private Room,425,16,4.650204081632653,13.35488,75.66652
"Calangute, India",Entire Place,430,10,4.650204081632653,15.52981,73.76372
"Diveagar, India",Hotel/Other,421,12,4.650204081632653,18.15195,73.00159
"Bhilar, India",Entire Place,481,16,4.650204081632653,17.91247,73.76019
"Maravanthe, India",Private Room,421,3,4.650204081632653,13.72748,74.6406
"Anjuna, India",Entire Place,399,6,4.650204081632653,15.60248,73.74889
"Wavarle, India",Entire Place,410,12,4.650204081632653,18.91837,73.27995
"Mount Abu, India",Entire Place,421,14,4.650204081632653,24.59639,72.71436
"Candolim, India",Entire Place,421,10,4.650204081632653,15.51391,73.76975
"Thattekad, India",Entire Place,414,16,4.650204081632653,10.1069,76.70425
"Candolim, India",Entire Place,421,8,4.650204081632653,15.51987,73.76753
"Nainital, India",Entire Place,421,12,4.650204081632653,29.38566,79.45323
"Kanatal, India",Entire Place,463,10,4.66,30.42662,78.32913
"Sangolda, India",Entire Place,488,10,4.87,15.54542,73.8132
"Alibag, India",Entire Place,481,10,4.9,18.72961,72.88579
"Gokarna, India",Entire Place,472,3,4.650204081632653,14.54024,74.33685
"Candolim, India",Entire Place,474,16,4.67,15.52701,73.76575
"Anjuna, India",Entire Place,443,12,5.0,15.58452,73.74153
"Mandrem, India",Entire Place,440,14,4.79,15.672,73.716
"Satirje, India",Entire Place,464,8,4.7,18.73987,72.89868
"Gurugram, India",Hotel/Other,472,12,4.71,28.2908,76.93421
"Reis Magos, India",Entire Place,464,8,4.72,15.49548,73.80428
"Karjat, India",Entire Place,394,8,4.650204081632653,18.92626,73.32085
"Haripur, India",Entire Place,433,15,4.650204081632653,32.14635,77.15806
"Alappuzha, India",Hotel/Other,421,8,4.650204081632653,9.50274,76.35192
"New Delhi, India",Hotel/Other,469,2,4.650204081632653,28.44201,77.20986
"Udaipur, India",Private Room,421,3,4.650204081632653,24.5685,73.63485
"Goa, India",Private Room,439,6,4.650204081632653,15.52667,73.76136
"Bini, India",Hotel/Other,421,2,4.650204081632653,31.64675,77.34611
"Jojawar, India",Hotel/Other,409,3,5.0,25.52926,73.75535
"Udaipur, India",Private Room,421,3,4.650204081632653,24.48927,73.58372
"Mukhteshwar, India",Private Room,391,2,4.650204081632653,29.46127,79.65691
"Chaukariya, India",Hotel/Other,394,10,4.650204081632653,24.5219,73.61982
"Kumarakom, India",Hotel/Other,439,2,4.650204081632653,9.634,76.41762
"Candolim, India",Entire Place,433,12,4.650204081632653,15.51548,73.77375
"Jaipur, India",Hotel/Other,421,10,4.650204081632653,26.99922,75.80218
"Nawanpind Sardaran, India",Hotel/Other,421,12,4.75,31.981,75.399
"Kodaikanal, India",Private Room,421,16,4.650204081632653,10.24664,77.47499
"Maravanthe, India",Private Room,421,2,4.650204081632653,13.725,74.63905
"Lonavla, India",Entire Place,150,10,4.7,18.76322,73.44223
"Nedumudy, India",Private Room,433,8,4.650204081632653,9.41887,76.40641
"Udupi, India",Private Room,149,10,4.83,13.37779,74.69766
"Jaipur, India",Entire Place,132,2,4.93,26.92392,75.80481
"Penha de França, India",Hotel/Other,130,12,4.71,15.52005,73.81814
"Jaipur, India",Hotel/Other,131,2,4.76,26.90123,75.82154
"Vagator, India",Entire Place,150,10,4.94,15.6041,73.75412
"Candolim, India",Entire Place,148,8,4.68,15.51,73.774
"Lonavla, India",Entire Place,133,16,3.83,18.77964,73.38772
"Marsur, India",Hotel/Other,135,12,4.86,12.763,77.69897
"Lonavala, India",Entire Place,133,16,4.57,18.76309,73.40182
"Assagao, India",Entire Place,147,7,4.55,15.59958,73.77469
"Siolim, India",Entire Place,137,10,4.78,15.62359,73.76828
"Nainital, India",Hotel/Other,153,6,5.0,29.50948,79.63587
"Varca, India",Entire Place,134,10,4.6,15.22279,73.93695
"Nainital, India",Entire Place,149,5,4.42,29.45992,79.65339
"Kodaikanal, India",Entire Place,151,8,4.81,10.26714,77.46693
"Gurugram, India",Entire Place,132,14,3.85,28.36201,76.95057
"Goa, India",Entire Place,139,10,4.92,15.51444,73.76619
"Pravithanam, India",Entire Place,192,16,4.92,9.737,76.735
"Lonavala, India",Entire Place,193,12,4.36,18.73217,73.40168
"Gurugram, India",Hotel/Other,196,6,4.74,28.289,76.929
"Chapora, India",Entire Place,140,4,4.77,15.60545,73.74301
"Lanja, India",Hotel/Other,192,9,4.650204081632653,16.881,73.468
"Panchgani, India",Entire Place,190,16,4.91,17.943,73.807
"Lonavala, India",Entire Place,133,16,4.41,18.7641,73.40108
"Jaipur, India",Entire Place,192,10,4.650204081632653,26.97969,75.77537
"Ranga Reddy, India",Entire Place,192,14,5.0,17.29038,78.23217
"Lonavala, India",Entire Place,194,16,4.66,18.74743,73.42289
"Nainital, India",Entire Place,132,5,4.43,29.41925,79.55279
"Colva, India",Entire Place,191,9,3.2,15.27555,73.91895
"Jaipur, India",Hotel/Other,129,10,4.49,26.93029,75.88596
"Vagator, India",Entire Place,141,8,4.83,15.59775,73.75629
"Alto Porvorim, India",Hotel/Other,133,12,5.0,15.51944,73.81883
"Dhanolti, India",Entire Place,135,4,4.89,30.447,78.196
"Baga, India",Entire Place,129,6,4.53,15.55843,73.75666
"Chennai, India",Entire Place,137,10,4.78,12.70712,80.2272
"Manali, India",Entire Place,153,10,5.0,32.245,77.181
"Sangolda, India",Entire Place,137,12,4.44,15.54702,73.80199
"Igatpuri, India",Entire Place,137,16,4.4,19.68254,73.57751
"Kasauli, India",Entire Place,139,6,4.75,30.902,77.016
"New Delhi, India",Entire Place,150,10,4.650204081632653,28.52394,77.13948
"Nalambi, India",Hotel/Other,152,12,4.8,19.22775,73.21889
"Sughandhagiry, India",Hotel/Other,131,6,3.8,11.58006,75.99667
"Chalnichhina, India",Hotel/Other,192,6,5.0,29.5547,79.80569
"Goa, India",Entire Place,196,8,5.0,15.5987,73.75698
"Munnar, India",Entire Place,154,16,4.53,10.15926,77.17119
